,1stFlrSF,2ndFlrSF,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtFullBath,BsmtHalfBath,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,FullBath,GarageArea,GarageCars,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageYrBlt,GrLivArea,HalfBath,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,LotArea,LowQualFinSF,MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OverallCond,OverallQual,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,YearBuilt,YearRemodAdd
58,1426,1519,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,641,3,1,0,0,0,0,0,1,0,0,2006.0,2945,1,0,0,0,0,0,1,0,0,1,13682,0,60,0,0,0,1,0,1031.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,10,0,0,0,1,0,0,0,0,0,0,0,1,2006,2006
698,894,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,336,1,0,0,1,0,0,0,0,0,1,1973.0,894,0,0,0,1,0,0,0,0,0,1,8450,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,1,0,1965,2009
410,1276,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,350,1,0,0,1,0,1,0,0,0,0,1958.0,1276,0,0,0,1,0,0,0,0,0,1,9571,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,1,0,0,0,0,0,1958,1958
676,1095,679,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,779,3,0,0,1,1,0,0,0,0,0,1920.0,1774,0,0,0,0,0,0,1,0,0,2,9600,0,70,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,1900,1950
644,1766,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,478,3,1,0,0,0,1,0,0,0,0,2009.0,1766,1,0,0,1,0,0,0,0,0,1,9187,0,20,0,1,0,0,0,162.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,1,2009,2009
488,1766,648,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,520,2,0,0,1,0,1,0,0,0,0,1970.0,2414,0,1,0,0,0,0,0,0,0,2,10800,0,190,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,1,0,1900,1970
1088,970,739,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,380,2,0,0,1,0,0,0,0,0,1,2004.0,1709,0,0,0,0,0,0,1,0,0,1,2522,0,160,0,0,0,0,1,50.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2004,2004
481,1792,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,874,3,1,0,0,0,1,0,0,0,0,2003.0,1792,0,0,0,1,0,0,0,0,0,1,11846,0,20,0,0,0,1,0,562.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,9,0,0,0,1,0,0,0,0,0,0,1,0,2003,2004
1054,1091,898,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,586,2,1,0,0,0,1,0,0,0,0,2002.0,1989,1,0,0,0,0,0,1,0,0,1,11367,0,60,0,0,0,1,0,210.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,1,0,2002,2002
748,1720,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,527,2,1,0,0,0,1,0,0,0,0,1996.0,1720,0,0,0,1,0,0,0,0,0,1,10593,0,20,0,0,0,1,0,338.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,0,0,0,1,0,0,0,0,0,0,1,0,1996,1996
101,977,755,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,476,2,1,0,0,0,1,0,0,0,0,1985.0,1732,1,0,0,0,0,0,1,0,0,1,9206,0,60,0,0,0,1,0,336.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1985,1985
877,1462,762,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,738,3,1,0,0,0,1,0,0,0,0,2004.0,2224,1,0,0,0,0,0,1,0,0,1,8834,0,60,0,0,0,1,0,216.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,9,0,0,0,1,0,0,0,0,0,0,1,0,2004,2005
1397,939,574,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,180,1,0,0,1,0,0,0,0,0,1,1933.0,1513,1,0,0,0,0,0,1,0,0,1,6120,0,70,0,0,0,0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,1,0,1920,2004
150,969,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,440,2,0,0,1,0,1,0,0,0,0,1975.0,969,1,0,0,1,0,0,0,0,0,1,10356,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,1,0,1975,1975
54,1360,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,572,2,0,0,1,0,0,0,0,0,1,1962.0,1360,0,0,0,0,0,0,0,0,1,1,7134,0,80,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,1,0,1955,1955
401,1310,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,400,2,1,0,0,0,1,0,0,0,0,2005.0,1310,0,0,0,1,0,0,0,0,0,1,8767,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,1,2005,2005
22,1795,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,534,2,0,1,0,0,1,0,0,0,0,2002.0,1795,0,0,0,1,0,0,0,0,0,1,9742,0,20,0,0,0,1,0,281.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,1,0,0,0,0,0,0,1,0,2002,2002
1138,1567,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,714,2,0,1,0,0,1,0,0,0,0,1977.0,1567,0,0,0,1,0,0,0,0,0,1,9819,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1977,1977
97,960,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,432,1,1,0,0,0,1,0,0,0,0,1965.0,960,0,0,0,1,0,0,0,0,0,1,10921,0,20,0,0,0,1,0,48.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,1,0,1965,1965
284,1575,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,529,2,0,1,0,0,1,0,0,0,0,1992.0,1575,0,0,0,1,0,0,0,0,0,1,8012,0,120,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1992,1992
95,680,790,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,420,2,1,0,0,0,0,0,1,0,0,1993.0,1470,1,0,0,0,0,0,1,0,0,1,9765,0,60,0,0,0,1,0,68.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,1,0,0,0,0,0,0,0,0,1,0,1993,1993
1078,848,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,420,2,0,1,0,0,1,0,0,0,0,2004.0,848,0,0,0,1,0,0,0,0,0,1,4435,0,120,0,0,0,0,1,169.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,2004,2004
1142,1466,1362,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1052,3,0,1,0,0,0,0,1,0,0,2006.0,2828,0,0,0,0,0,0,1,0,0,1,9965,0,60,0,0,0,1,0,340.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,1,0,0,0,0,0,0,0,1,2006,2007
1000,944,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,528,2,0,0,1,0,0,0,0,0,1,1956.0,944,0,0,0,1,0,0,0,0,0,1,10206,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,1952,1952
951,965,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,300,1,0,0,1,0,0,0,0,0,1,1979.0,965,0,0,0,1,0,0,0,0,0,1,7800,0,20,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1965,1965
677,792,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,240,1,0,0,1,0,0,0,0,0,1,1924.0,792,0,0,0,1,0,0,0,0,0,1,9022,0,30,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,1,0,1924,2006
1378,483,504,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,264,1,0,0,1,0,0,0,0,0,1,1973.0,987,1,0,0,0,0,0,1,0,0,1,1953,0,160,0,0,0,0,1,408.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1973,1973
347,1478,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,498,2,0,0,1,0,1,0,0,0,0,1960.0,1478,0,0,0,1,0,0,0,0,0,1,17600,0,20,0,0,0,1,0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1960,1960
1253,1516,651,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,518,2,0,1,0,0,1,0,0,0,0,1974.0,2167,1,0,0,0,0,0,1,0,0,1,17542,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,0,1,0,0,0,0,0,0,0,0,1,0,1974,2003
597,1402,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,648,3,1,0,0,0,1,0,0,0,0,2006.0,1402,2,0,0,1,0,0,0,0,0,1,3922,0,120,0,0,0,1,0,72.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,1,2006,2007
378,1856,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,834,3,1,0,0,0,1,0,0,0,0,2010.0,1856,1,0,0,1,0,0,0,0,0,1,11394,0,20,0,0,0,1,0,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1,2010,2010
1102,1134,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,254,1,0,1,0,0,1,0,0,0,0,1960.0,1134,0,0,0,1,0,0,0,0,0,1,7000,0,20,0,0,0,1,0,45.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,0,0,0,1,0,0,1960,2002
1131,974,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,974,0,0,0,1,0,0,0,0,0,1,10712,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1991,1992
923,1617,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,533,2,0,1,0,0,1,0,0,0,0,1993.0,1617,0,0,0,1,0,0,0,0,0,1,8012,0,120,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1993,1994
890,672,252,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,576,2,0,0,1,0,0,0,0,0,1,2003.0,924,0,1,0,0,0,0,0,0,0,1,8064,0,50,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,0,0,0,0,1,0,1949,2006
322,1553,1177,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,576,2,1,0,0,0,1,0,0,0,0,1987.0,2730,1,0,0,0,0,0,1,0,0,1,10380,0,60,0,0,0,1,0,172.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,1986,1987
308,861,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,539,2,0,0,1,0,0,0,0,0,1,1961.0,861,0,0,0,1,0,0,0,0,0,1,12342,0,30,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,1,0,1940,1950
33,1700,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,447,2,0,1,0,0,1,0,0,0,0,1959.0,1700,1,0,0,1,0,0,0,0,0,1,10552,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,1,0,1959,1959
29,520,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,240,1,0,0,1,0,0,0,0,0,1,1920.0,520,0,0,0,1,0,0,0,0,0,1,6324,0,30,0,0,0,0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,1,0,1927,1950
436,734,384,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,440,2,0,0,1,0,0,0,0,0,1,1990.0,1118,0,1,0,0,0,0,0,0,0,1,4400,0,50,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,6,0,1,0,0,0,0,0,0,0,0,1,0,1920,1950
215,1236,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,447,1,0,0,1,0,1,0,0,0,0,1957.0,1236,0,0,0,1,0,0,0,0,0,1,10011,0,20,0,0,0,1,0,64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,1,0,1957,1996
1429,1440,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,467,2,1,0,0,0,1,0,0,0,0,1981.0,1440,0,0,0,1,0,0,0,0,0,1,12546,0,20,0,0,0,1,0,310.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,1,0,1981,1981
264,764,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,504,2,0,0,1,0,0,0,0,0,1,1965.0,764,0,0,0,1,0,0,0,0,0,1,5232,0,30,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,1,0,1925,2004
855,1040,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,260,1,0,0,1,0,0,0,0,0,1,1962.0,1040,1,0,0,1,0,0,0,0,0,1,6897,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,1,0,1962,2010
482,916,910,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,164,1,0,0,1,0,1,0,0,0,0,1915.0,1826,1,0,0,0,0,0,1,0,0,1,2500,0,70,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,0,1,0,0,0,0,0,0,0,0,1,0,1915,2005
650,822,843,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,562,2,0,1,0,0,1,0,0,0,0,2007.0,1665,1,0,0,0,0,0,1,0,0,1,8125,0,60,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,0,1,0,0,0,0,0,0,0,0,1,0,2007,2007
1030,948,980,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1928,0,0,0,0,0,0,1,0,0,2,7082,0,190,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,1,0,1916,1995
123,1199,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,530,2,0,1,0,0,1,0,0,0,0,1993.0,1199,0,0,0,1,0,0,0,0,0,1,7892,0,120,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1993,1993
1097,1088,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,461,2,0,1,0,0,1,0,0,0,0,1987.0,1088,1,0,0,1,0,0,0,0,0,1,3696,0,120,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,0,1,0,0,0,0,0,0,0,0,1,0,1986,1986
348,764,862,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,474,2,0,1,0,0,0,0,1,0,0,2003.0,1626,1,0,0,0,0,0,1,0,0,1,2448,0,160,0,0,0,1,0,106.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2003,2004
1216,1318,584,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,539,2,0,0,1,0,1,0,0,0,0,1978.0,1902,0,1,0,0,0,0,0,0,0,2,8930,0,90,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1978,1978
1199,1382,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,459,2,0,0,1,0,1,0,0,0,0,1974.0,1382,1,0,0,1,0,0,0,0,0,1,11235,0,20,0,0,0,1,0,51.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,1,0,1963,1979
1086,546,546,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,286,1,0,1,0,0,1,0,0,0,0,1973.0,1092,1,0,0,0,0,0,1,0,0,1,1974,0,160,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,1,0,1973,1973
384,1079,874,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,501,2,1,0,0,0,1,0,0,0,0,1992.0,1953,1,0,0,0,0,0,1,0,0,1,53107,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1992,1992
230,1194,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,312,1,0,1,0,0,1,0,0,0,0,1959.0,1194,0,0,0,1,0,0,0,0,0,1,8760,0,20,0,0,0,1,0,220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,1,0,0,0,0,0,0,1,0,1959,1959
187,808,704,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,180,1,0,0,1,0,0,0,0,0,1,1916.0,1656,1,1,0,0,0,0,0,0,0,1,10410,144,50,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,0,0,0,0,1,0,1916,1987
999,1208,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,632,2,0,1,0,0,1,0,0,0,0,2006.0,1208,0,0,0,1,0,0,0,0,0,1,6762,0,20,0,0,0,1,0,24.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2006,2006
812,1044,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,504,2,0,0,1,0,0,1,0,0,0,1952.0,1044,0,0,0,1,0,0,0,0,0,1,8712,0,20,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,1,0,0,0,1952,1952
